0;8;0 0 0 0 0 0 0 0 
5;8;-1 1 -1 -1 -1 -1 1 -1 
3;8;0 1 1 0 0 0 0 0 
2;8;0 1 1 1 1 0 1 -1 
7;8;0 1 1 0 1 0 -1 -1 
4;8;0 0 0 0 0 0 0 0 
1;8;1 1 1 1 0 0 1 1 
6;8;0 1 1 1 1 1 -1 -1 
4;21;1 1 -1 1 -1 -1 1 -1 
2;21;0 0 -1 -1 0 0 0 0 
3;21;0 0 -1 -1 -1 0 -1 0 
7;21;0 1 -1 1 1 1 1 -1 
6;21;0 1 -1 1 0 1 0 -1 
5;21;-1 -1 -1 -1 -1 -1 -1 -1 
1;21;1 1 1 1 1 1 1 1 
0;21;0 1 -1 0 0 0 -1 -1 
5;27;1 1 -1 -1 -1 -1 1 -1 
4;27;0 1 1 1 0 0 1 -1 
1;27;0 0 0 0 0 -1 0 0 
7;27;0 1 1 0 1 0 0 0 
6;27;0 1 0 0 1 1 1 0 
0;27;1 1 -1 1 1 1 -1 -1 
2;27;-1 1 1 1 1 -1 -1 -1 
3;27;0 1 1 0 1 0 0 1 
5;32;-1 1 1 1 1 1 1 -1 
7;32;0 0 -1 -1 -1 0 -1 -1 
6;32;0 1 0 0 0 1 0 -1 
1;32;0 -1 -1 -1 0 -1 0 -1 
3;32;-1 -1 -1 0 -1 -1 -1 -1 
0;32;0 0 1 1 0 0 1 0 
2;32;-1 0 -1 -1 1 -1 -1 1 
4;32;-1 1 1 1 -1 1 -1 -1 
0;36;-1 1 -1 -1 1 1 1 -1 
1;36;0 1 1 0 -1 0 1 -1 
5;36;1 1 1 1 1 1 1 1 
6;36;0 1 1 0 -1 -1 0 -1 
7;36;0 0 0 -1 0 0 0 -1 
4;36;0 1 0 0 0 0 1 0 
3;36;-1 -1 0 0 0 0 -1 -1 
2;36;0 1 1 0 1 1 0 0 
0;39;0 1 1 1 1 1 0 0 
6;39;0 -1 -1 0 0 -1 -1 -1 
2;39;-1 0 1 -1 1 0 1 1 
5;39;0 -1 -1 -1 -1 -1 -1 -1 
7;39;-1 1 1 -1 -1 1 1 -1 
3;39;0 1 1 1 1 0 1 1 
4;39;1 1 1 1 1 1 1 1 
1;39;0 1 0 1 0 0 0 1 
5;44;0 1 1 -1 1 -1 1 -1 
1;44;0 1 0 0 1 0 1 -1 
2;44;0 1 -1 0 1 -1 1 -1 
0;44;0 0 1 0 0 1 0 0 
4;44;0 1 0 1 0 0 1 1 
3;44;1 1 1 1 1 1 1 1 
7;44;1 1 1 -1 -1 1 1 1 
6;44;1 1 -1 1 -1 -1 1 -1 
5;45;0 1 0 1 1 0 0 1 
7;45;0 -1 0 0 -1 -1 -1 -1 
1;45;0 1 1 0 1 1 1 1 
3;45;0 0 -1 0 -1 -1 -1 -1 
6;45;0 -1 0 -1 -1 -1 -1 -1 
0;45;-1 -1 -1 -1 -1 -1 -1 -1 
2;45;0 1 0 -1 1 1 -1 -1 
4;45;1 -1 -1 0 0 0 0 0 
5;49;0 -1 0 -1 -1 0 0 -1 
6;49;0 1 0 0 0 -1 0 -1 
2;49;0 0 0 0 0 0 0 0 
3;49;0 0 -1 -1 -1 0 0 -1 
0;49;-1 -1 -1 -1 -1 -1 -1 -1 
7;49;-1 0 0 -1 -1 0 -1 1 
4;49;0 1 1 1 0 0 1 0 
1;49;1 1 1 1 1 1 -1 1 
7;51;1 -1 1 -1 -1 0 -1 0 
