0;8;0 0 0 -1 0 0 0 0 
5;8;-1 1 -1 1 -1 -1 -1 -1 
4;8;0 1 -1 1 -1 0 -1 -1 
3;8;-1 0 1 1 -1 1 1 1 
7;8;0 1 -1 1 0 0 1 -1 
1;8;0 -1 -1 -1 -1 -1 -1 -1 
2;8;0 0 0 0 -1 0 0 -1 
6;8;1 1 1 1 -1 1 1 1 
0;19;0 0 -1 0 0 0 0 -1 
2;19;-1 1 -1 1 1 -1 -1 -1 
6;19;1 1 -1 1 -1 -1 1 -1 
3;19;-1 -1 -1 -1 -1 0 -1 -1 
5;19;0 1 0 1 0 1 0 1 
1;19;0 1 1 -1 0 -1 1 -1 
7;19;0 1 1 0 1 0 1 1 
4;19;1 1 1 1 1 1 1 -1 
7;25;1 1 -1 1 -1 1 1 -1 
0;25;-1 0 0 0 0 1 1 1 
4;25;0 0 -1 0 -1 0 0 0 
6;25;0 -1 0 -1 0 -1 -1 -1 
3;25;-1 0 -1 -1 0 1 -1 1 
1;25;1 -1 -1 0 0 -1 -1 0 
5;25;0 1 0 1 1 0 1 1 
2;25;-1 -1 -1 -1 -1 -1 -1 -1 
5;33;0 1 1 0 1 1 0 1 
4;33;-1 -1 -1 -1 -1 -1 -1 -1 
3;33;1 1 1 1 1 1 1 -1 
6;33;0 1 0 1 0 1 0 1 
7;33;0 1 1 1 1 1 1 1 
1;33;1 1 1 -1 1 1 -1 -1 
2;33;0 -1 -1 -1 0 -1 -1 -1 
0;33;1 1 1 -1 1 1 1 -1 
3;36;0 1 0 0 1 -1 0 -1 
7;36;1 1 1 1 1 1 1 1 
4;36;0 1 0 0 0 -1 1 -1 
5;36;0 -1 0 -1 -1 -1 -1 -1 
2;36;0 1 1 1 -1 -1 -1 -1 
1;36;-1 1 1 1 1 -1 1 -1 
6;36;-1 -1 -1 -1 1 -1 -1 -1 
0;36;0 1 0 1 0 0 0 1 
7;40;0 -1 0 0 0 0 -1 -1 
4;40;0 0 0 1 1 0 1 0 
6;40;0 1 -1 -1 1 -1 -1 -1 
2;40;0 -1 0 0 -1 -1 0 -1 
1;40;1 1 1 1 1 1 1 1 
0;40;0 -1 0 0 -1 -1 0 -1 
5;40;1 1 -1 -1 -1 -1 -1 -1 
3;40;0 1 -1 -1 1 0 1 -1 
4;44;0 0 0 -1 0 0 -1 -1 
5;44;1 1 1 1 -1 1 1 -1 
7;44;1 1 1 1 -1 1 1 -1 
1;44;1 -1 0 -1 0 -1 0 0 
6;44;0 1 -1 0 0 1 1 -1 
0;44;-1 -1 0 -1 -1 -1 -1 -1 
2;44;1 1 1 0 0 0 1 1 
3;44;0 0 -1 -1 -1 0 -1 -1 
0;45;0 0 0 -1 0 0 0 -1 
5;45;0 0 1 0 1 1 1 0 
1;45;0 1 -1 1 1 1 -1 -1 
2;45;0 -1 0 -1 0 -1 0 -1 
7;45;0 0 0 0 -1 -1 -1 -1 
6;45;0 1 1 0 1 1 1 1 
4;45;0 1 1 1 1 1 1 1 
3;45;0 1 1 1 0 1 0 1 
7;47;-1 -1 -1 -1 -1 1 1 -1 
6;47;-1 1 -1 -1 -1 -1 -1 -1 
1;47;0 0 0 -1 -1 -1 0 -1 
2;47;0 1 0 0 1 0 0 1 
4;47;0 -1 -1 0 -1 0 0 -1 
0;47;-1 -1 -1 -1 0 0 -1 -1 
3;47;-1 1 1 -1 -1 -1 -1 -1 
5;47;0 1 1 0 1 1 -1 -1 
0;51;-1 -1 -1 -1 -1 -1 0 -1 
2;51;-1 -1 0 -1 0 0 -1 -1 
6;51;0 1 1 -1 -1 0 0 -1 
4;51;0 1 0 0 1 0 0 0 
5;51;-1 -1 -1 -1 -1 -1 -1 -1 
7;51;-1 -1 -1 0 -1 -1 0 -1 
3;51;1 1 0 1 1 0 1 1 
1;51;1 1 1 1 -1 -1 -1 -1 
5;54;1 1 1 -1 -1 1 1 -1 
4;54;0 -1 -1 -1 -1 -1 -1 -1 
2;54;-1 -1 0 0 0 -1 -1 -1 
0;54;0 1 -1 1 1 -1 1 -1 
6;54;0 0 0 0 0 0 0 0 
7;54;0 0 -1 -1 0 -1 -1 -1 
3;54;0 1 0 0 1 1 0 0 
1;54;0 1 1 1 1 1 1 0 
2;57;-1 0 -1 1 1 0 -1 1 
6;57;0 1 1 0 0 0 1 1 
4;57;0 1 -1 0 1 -1 0 -1 
3;57;0 1 0 1 -1 1 1 -1 
0;57;0 0 -1 -1 0 0 -1 -1 
1;57;-1 -1 -1 -1 -1 -1 -1 -1 
5;57;0 1 0 1 1 1 0 0 
7;57;1 1 1 -1 1 -1 -1 -1 
3;58;0 1 -1 -1 1 1 -1 -1 
6;58;0 -1 0 0 -1 0 0 -1 
7;58;0 1 1 -1 -1 1 -1 -1 
1;58;-1 -1 1 1 1 1 -1 -1 
5;58;0 0 0 0 0 0 0 0 
4;58;0 0 -1 -1 -1 -1 0 -1 
2;58;0 0 -1 0 0 0 0 0 
0;58;0 -1 0 0 -1 -1 -1 -1 
1;63;-1 -1 -1 -1 -1 1 -1 -1 
6;63;0 0 0 0 0 1 0 0 
3;63;-1 -1 -1 -1 -1 -1 -1 -1 
0;63;0 0 1 0 0 0 0 0 
4;63;0 1 -1 1 0 -1 -1 -1 
5;63;0 -1 0 0 0 0 0 -1 
2;63;0 0 -1 -1 -1 -1 -1 -1 
7;63;0 1 0 0 0 0 0 1 
0;65;0 -1 0 0 -1 0 0 -1 
4;65;0 1 1 1 -1 -1 -1 -1 
6;65;1 1 -1 -1 1 -1 1 1 
3;65;1 1 1 1 1 1 1 1 
2;65;0 1 0 1 0 1 1 0 
5;65;1 1 1 1 1 1 1 1 
7;65;1 1 1 -1 1 1 -1 -1 
1;65;-1 1 1 -1 -1 1 -1 -1 
2;74;0 1 0 0 -1 -1 0 -1 
3;74;-1 1 -1 -1 -1 -1 1 -1 
5;74;0 0 -1 -1 -1 0 -1 -1 
4;74;-1 -1 -1 -1 -1 -1 -1 -1 
0;74;-1 -1 -1 -1 -1 -1 -1 -1 
1;74;1 1 1 -1 1 1 1 -1 
6;74;-1 0 1 0 0 1 -1 1 
7;74;0 0 0 0 0 0 0 0 
3;77;-1 -1 0 -1 -1 -1 -1 -1 
4;77;0 1 0 0 -1 1 0 -1 
0;77;1 1 1 0 1 1 1 1 
6;77;-1 -1 -1 -1 -1 -1 -1 -1 
1;77;1 1 1 1 1 1 1 1 
5;77;0 0 0 -1 -1 0 0 -1 
2;77;-1 -1 -1 1 -1 -1 -1 -1 
7;77;-1 -1 -1 1 -1 -1 -1 -1 
