0;8;0 0 0 -1 -1 -1 0 -1 
2;8;0 0 0 0 0 0 0 0 
6;8;0 1 0 0 1 1 0 -1 
1;8;1 1 1 -1 1 1 1 -1 
3;8;0 0 0 1 1 0 0 0 
7;8;0 1 1 0 0 1 0 0 
5;8;1 1 1 1 -1 1 1 1 
4;8;0 0 0 0 0 0 0 -1 
0;20;0 -1 0 0 0 0 0 -1 
2;20;-1 -1 -1 -1 1 1 -1 -1 
6;20;0 1 1 -1 1 -1 0 -1 
4;20;0 1 0 0 0 0 1 1 
5;20;-1 -1 -1 -1 -1 -1 -1 -1 
1;20;1 1 1 1 -1 -1 1 -1 
3;20;0 1 0 0 1 0 1 1 
7;20;0 1 1 0 1 0 0 1 
2;28;-1 1 1 -1 -1 -1 -1 -1 
5;28;0 1 0 0 0 0 0 1 
4;28;1 -1 -1 1 0 0 -1 0 
7;28;0 0 0 0 0 0 0 0 
1;28;0 0 -1 0 -1 0 -1 0 
6;28;0 0 -1 -1 -1 -1 -1 -1 
3;28;0 0 -1 0 0 -1 0 0 
0;28;0 1 0 -1 0 -1 0 -1 
2;29;-1 0 -1 0 -1 0 -1 1 
6;29;0 -1 0 -1 0 -1 -1 -1 
4;29;-1 1 1 1 1 1 1 -1 
3;29;1 1 1 1 1 1 -1 1 
1;29;-1 -1 -1 -1 -1 -1 -1 -1 
0;29;0 1 1 -1 0 -1 1 -1 
5;29;0 -1 0 -1 -1 -1 -1 -1 
7;29;0 0 0 0 0 1 0 0 
1;31;0 1 1 -1 0 0 0 -1 
0;31;-1 -1 -1 -1 1 1 -1 -1 
3;31;0 1 0 1 1 1 1 1 
7;31;1 1 0 1 1 1 1 1 
6;31;0 0 -1 0 0 -1 0 0 
4;31;-1 0 1 0 -1 0 -1 1 
5;31;0 1 1 0 1 -1 1 -1 
2;31;0 1 0 -1 0 -1 0 -1 
6;34;0 0 0 0 -1 -1 0 -1 
7;34;0 -1 0 -1 0 0 0 -1 
4;34;1 -1 0 0 0 0 1 0 
0;34;0 0 1 0 1 1 0 0 
3;34;0 -1 0 -1 0 -1 -1 -1 
2;34;0 1 1 0 0 1 0 1 
1;34;0 1 -1 1 0 0 -1 -1 
5;34;1 1 1 0 1 1 1 1 
6;36;0 1 1 0 1 0 0 -1 
7;36;0 1 -1 -1 1 1 1 -1 
2;36;-1 1 -1 -1 1 -1 1 -1 
3;36;0 0 1 1 0 1 1 0 
1;36;0 0 1 0 0 0 1 0 
0;36;0 1 1 0 0 0 0 0 
4;36;0 1 1 1 1 0 1 0 
5;36;0 0 0 0 0 0 0 0 
4;40;0 1 1 0 1 1 0 0 
0;40;1 1 1 1 -1 -1 -1 -1 
2;40;0 0 1 0 0 0 0 0 
6;40;0 1 -1 -1 -1 0 0 -1 
7;40;0 1 -1 1 0 -1 0 -1 
5;40;0 -1 0 -1 -1 -1 -1 -1 
3;40;0 1 0 0 1 1 1 1 
1;40;-1 -1 1 -1 -1 1 -1 -1 
6;41;0 0 -1 -1 -1 0 -1 -1 
3;41;0 1 -1 1 1 1 1 -1 
1;41;1 1 1 1 1 1 1 1 
0;41;1 1 1 1 1 1 1 1 
7;41;0 -1 -1 -1 -1 -1 -1 -1 
