2;8;1 1 0 0 1 1 1 1 
1;8;1 1 1 -1 1 -1 1 -1 
5;8;-1 1 -1 -1 -1 -1 1 -1 
3;8;0 1 1 0 1 0 0 0 
0;8;-1 -1 -1 -1 -1 1 1 -1 
6;8;-1 0 -1 1 1 0 1 1 
4;8;0 1 1 0 0 1 1 0 
7;8;0 -1 -1 0 0 -1 0 -1 
4;15;0 1 0 1 1 1 1 0 
3;15;0 1 1 1 1 0 0 0 
2;15;0 0 0 0 -1 -1 -1 -1 
5;15;-1 -1 -1 -1 -1 -1 -1 -1 
1;15;0 1 1 0 0 0 1 0 
0;15;0 1 1 0 0 0 0 0 
7;15;1 -1 -1 0 -1 0 -1 0 
6;15;0 1 0 1 0 1 1 1 
1;18;0 1 0 0 1 0 1 0 
2;18;0 -1 -1 -1 -1 0 0 -1 
3;18;0 0 0 0 0 -1 -1 0 
4;18;1 1 -1 -1 1 -1 -1 -1 
0;18;-1 -1 -1 -1 -1 -1 -1 -1 
5;18;0 -1 -1 0 -1 -1 -1 -1 
7;18;1 1 1 1 1 -1 1 -1 
6;18;0 -1 -1 0 -1 0 0 -1 
0;20;0 1 -1 1 1 0 -1 -1 
6;20;-1 1 1 -1 1 -1 -1 -1 
4;20;0 1 1 0 0 0 1 1 
7;20;-1 1 -1 -1 -1 1 -1 -1 
3;20;0 0 0 1 0 0 1 0 
1;20;0 0 0 0 0 0 0 0 
5;20;-1 -1 -1 1 -1 -1 1 -1 
2;20;0 1 1 -1 0 0 0 -1 
2;23;-1 1 -1 1 1 -1 1 -1 
1;23;0 1 -1 0 1 -1 -1 -1 
5;23;0 1 0 1 0 1 1 1 
6;23;0 -1 -1 -1 -1 0 -1 -1 
7;23;-1 -1 -1 -1 -1 -1 -1 -1 
0;23;0 1 1 -1 0 1 -1 -1 
3;23;0 0 -1 -1 -1 0 -1 -1 
4;23;0 1 1 0 -1 1 -1 -1 
3;25;0 -1 0 -1 0 -1 -1 -1 
2;25;1 -1 1 0 0 -1 -1 0 
4;25;-1 -1 -1 -1 1 -1 -1 -1 
6;25;0 1 1 1 -1 1 -1 -1 
0;25;0 1 0 1 -1 0 -1 -1 
7;25;-1 -1 -1 -1 -1 -1 -1 -1 
1;25;0 0 0 0 0 0 0 -1 
5;25;0 0 0 0 0 0 1 0 
7;27;-1 -1 -1 -1 -1 1 -1 -1 
0;27;-1 1 -1 1 1 1 1 -1 
6;27;0 -1 -1 -1 0 0 -1 -1 
1;27;-1 1 1 -1 -1 1 -1 -1 
4;27;0 1 1 -1 -1 -1 -1 -1 
5;27;-1 -1 -1 -1 -1 -1 -1 -1 
2;27;-1 1 1 -1 -1 -1 1 -1 
3;27;0 0 -1 0 -1 0 -1 -1 
1;28;-1 -1 0 -1 -1 0 -1 -1 
3;28;1 1 1 0 0 1 1 1 
2;28;1 1 1 1 1 1 1 1 
0;28;0 1 -1 -1 -1 1 0 -1 
5;28;0 0 -1 0 0 -1 -1 -1 
6;28;-1 -1 -1 1 -1 1 -1 -1 
4;28;0 1 1 0 -1 -1 0 -1 
7;28;0 0 0 0 0 0 0 0 
7;29;0 1 0 0 0 1 -1 -1 
6;29;1 1 1 1 1 1 1 1 
4;29;0 0 0 0 0 0 0 0 
5;29;-1 0 1 1 1 0 0 1 
2;29;0 -1 -1 -1 0 -1 0 -1 
0;29;0 0 0 0 0 -1 0 0 
1;29;0 1 0 -1 0 0 0 -1 
3;29;0 0 0 0 0 0 0 -1 
3;30;1 1 1 1 1 1 1 1 
1;30;-1 -1 -1 -1 -1 -1 1 -1 
2;30;0 0 -1 -1 -1 -1 -1 -1 
6;30;0 1 0 1 0 0 0 0 
4;30;0 1 0 1 0 1 -1 -1 
5;30;0 1 0 1 1 1 0 0 
0;30;-1 -1 0 -1 -1 -1 -1 -1 
7;30;0 1 0 0 0 1 0 1 
6;32;0 0 0 0 0 0 0 0 
5;32;-1 0 0 1 -1 -1 0 1 
7;32;0 1 -1 -1 1 1 -1 -1 
3;32;-1 1 1 -1 1 1 1 -1 
2;32;0 0 0 0 0 0 0 0 
1;32;-1 1 1 -1 1 -1 1 -1 
4;32;0 1 1 1 0 0 1 1 
0;32;1 1 1 1 1 1 1 1 
